Location,Category,Amenity,Amenity Location,Name,Distance
"(39.10077, -84.51641)",Food and Drink,fast_food,"(-84.5163363, 39.1033977)",Papa John's,364.602
"(39.10077, -84.51641)",Food and Drink,restaurant,"(-84.51572521924484, 39.10226049339271)",Rusconi’s Pizza,452.941
"(39.10077, -84.51641)",Religion,place_of_worship,"(-84.51826581883783, 39.103677928903615)",Isaac M. Wise Temple,470.578
"(39.10077, -84.51641)",Religion,place_of_worship,"(-84.51738912528569, 39.103850875612295)",Covenant-First Presbyterian Church,370.896
"(39.1085, -84.50849)",Education,library,"(-84.5102903, 39.1074657)",Cincinnati Law Library,181.82399999999998
"(39.1085, -84.50849)",Food and Drink,cafe,"(-84.512517, 39.1077479)",Coffee Emporium,420.32
"(39.1085, -84.50849)",Food and Drink,cafe,"(-84.5115944, 39.1104724)",Collective Espresso,477.573
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5114524, 39.1091052)",The Drinkery,367.465
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5113795, 39.1088678)",Japp’s Since 1879,323.536
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5118426, 39.1092027)",Goodfellas Pizzeria,367.465
"(39.1085, -84.50849)",Food and Drink,cafe,"(-84.5064528, 39.1081937)",Starbucks,363.162
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5111952, 39.1093695)",Rosedale,330.698
"(39.1085, -84.50849)",Finance,atm,"(-84.5106795, 39.1057525)",,482.15199999999993
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5073025, 39.1078344)",Jack Binion’s Steakhouse,198.54399999999998
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5118211, 39.1091167)",The Hub,367.465
"(39.1085, -84.50849)",Finance,atm,"(-84.5113313, 39.1083965)",U.S. Bank,292.274
"(39.1085, -84.50849)",Finance,bank,"(-84.5112494, 39.1083946)",U.S. Bank,292.274
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5129353, 39.1084907)",Gomez Salsa OTR,465.625
"(39.1085, -84.50849)",Food and Drink,pub,"(-84.508276, 39.1097757)",Nation Kitchen and Bar,152.633
"(39.1085, -84.50849)",Food and Drink,cafe,"(-84.5083364, 39.1099149)",Urbana Cafe,180.06400000000002
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5124497, 39.108539)",Rhinehaus,411.435
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5126641, 39.1085275)",Revel OTR Urban Winery,426.483
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5060795, 39.1084316)",Bobby’s Burger Palace,217.201
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5084924, 39.1095478)",Lucius Q,130.734
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5118372, 39.1091727)",Wiseguy Lounge,367.465
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5112921, 39.1085196)",Pins Mechanical Company,292.274
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5117736, 39.108958)",Aladdin’s Eatery + Lounge,367.465
"(39.1085, -84.50849)",Food and Drink,pub,"(-84.511753, 39.1088867)",LOCOBA by Platform Beer Co.,323.536
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.511431, 39.1092872)",Wodka Bar Pierogies Window,330.698
"(39.1085, -84.50849)",Food and Drink,ice_cream,"(-84.5084009, 39.1102298)",Pendleton Parlor Ice Cream & Cookie Dough,224.865
"(39.1085, -84.50849)",Food and Drink,pub,"(-84.5086476, 39.1102017)",Braxton Cincinnati,243.209
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5085652, 39.1100315)",CHX,189.09500000000003
"(39.1085, -84.50849)",Food and Drink,fast_food,"(-84.5115302, 39.1063882)",The Original Tom+Chee,452.616
"(39.1085, -84.50849)",Food and Drink,fast_food,"(-84.5116958, 39.1063685)",Dunkin',481.197
"(39.1085, -84.50849)",Healthcare,clinic,"(-84.5093546, 39.1086594)",Over-the-Rhine MediCenter,81.033
"(39.1085, -84.50849)",Services,police,"(-84.5085307, 39.1064519)",Hamilton County Sheriff’s Office,373.78599999999994
"(39.1085, -84.50849)",Other,car_wash,"(-84.5063786, 39.1108748)",Mister Bubbles Complete Care Detailing,443.93800000000005
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5085535, 39.1097591)",Boomtown Biscuits & Whiskey,130.734
"(39.1085, -84.50849)",Food and Drink,food_court,"(-84.5124583, 39.1070428)",On the Rhine Eatery,481.6909999999999
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5124778, 39.1071737)",1883 Cafe & Bar,450.8769999999999
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5123907, 39.1071321)",Dōpe!,401.89899999999994
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.512544, 39.1069929)",1883 Café & Bar,481.6909999999999
"(39.1085, -84.50849)",Food and Drink,fast_food,"(-84.5100283, 39.1084868)",Subway,126.926
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5115374, 39.1092916)",Wodka Bar,367.465
"(39.1085, -84.50849)",Entertainment,arts_centre,"(-84.5135942, 39.107538)",ArtsWave,499.894
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5122497, 39.1099952)",13th Street Alley,491.255
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5099205, 39.1097371)",Bar Saseo,276.794
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5097309, 39.1097696)",Pata Roja Taqueria,231.564
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.5134046, 39.1086519)",Taglio,465.625
"(39.1085, -84.50849)",Food and Drink,cafe,"(-84.5119544, 39.1063841)",Al-Amir Cafe,481.197
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.5123643, 39.107088)",Decibel Korean Fried Chicken,401.89899999999994
"(39.1085, -84.50849)",Services,courthouse,"(-84.50894529901775, 39.10744953164271)",Hamilton County Justice Center,144.15
"(39.1085, -84.50849)",Services,fire_station,"(-84.50772475965626, 39.10611046436135)",Fire Station 3,310.054
"(39.1085, -84.50849)",Religion,place_of_worship,"(-84.51235724014666, 39.1095093233668)",Old Saint Mary’s Church,481.62600000000003
"(39.1085, -84.50849)",Food and Drink,pub,"(-84.50909506690513, 39.108711995372346)",Brewdog Cincinnati,81.033
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.51090409877567, 39.10905239467113)",Treehouse Patio Bar,359.191
"(39.1085, -84.50849)",Food and Drink,bar,"(-84.51288361690777, 39.108361052194375)",Below 0 Lounge,433.807
"(39.1085, -84.50849)",Religion,place_of_worship,"(-84.51187510000001, 39.109237900000004)",John Three Sixteen Baptist Church,367.465
"(39.1085, -84.50849)",Religion,place_of_worship,"(-84.50766571914174, 39.11059660009622)",Saint Mary Baptist Church,391.97900000000004
"(39.1085, -84.50849)",Entertainment,casino,"(-84.50672707442617, 39.10815847764336)",Hard Rock Casino Cincinnati,363.162
"(39.1085, -84.50849)",Entertainment,arts_centre,"(-84.50662567224613, 39.11114014525221)",Pendleton Arts Center,443.93800000000005
"(39.1085, -84.50849)",Entertainment,arts_centre,"(-84.50655125000002, 39.1108282)",Pendleton Art Center Studios @ 510,443.93800000000005
"(39.1085, -84.50849)",Entertainment,arts_centre,"(-84.50678238415816, 39.11079405278777)",Pendleton Art Center Annex,387.65000000000003
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.51035126066175, 39.10953317000627)",Sugar n' Spice Diner,243.57600000000002
"(39.1085, -84.50849)",Food and Drink,restaurant,"(-84.51135650836484, 39.10898876358428)",LouVino OTR Restaurant & Wine Bar,284.026
"(39.1085, -84.50849)",Services,courthouse,"(-84.51027222447593, 39.10714584040804)",Hamilton County Courthouse,398.98799999999994
"(39.09789, -84.51721)",Food and Drink,fast_food,"(-84.5173614, 39.0952638)",Gold Star Chili,392.842
"(39.09789, -84.51721)",Services,fire_station,"(-84.51900661715118, 39.10000253927215)",Number 14 Engine House,463.146
"(39.10543, -84.51398)",Food and Drink,cafe,"(-84.512517, 39.1077479)",Coffee Emporium,370.487
"(39.10543, -84.51398)",Food and Drink,cafe,"(-84.5145738, 39.1041803)",Café De Paris,166.90600000000003
"(39.10543, -84.51398)",Food and Drink,cafe,"(-84.515079, 39.1087386)",1215 Wine Bar & Coffee Lab,333.636
"(39.10543, -84.51398)",Entertainment,theatre,"(-84.5156039, 39.1038599)",,313.7710000000001
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5150696, 39.1086918)",Bakersfield,333.636
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5152755, 39.1095435)",Venice on Vine,462.70500000000004
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5152165, 39.1093292)",The Lackman,462.70500000000004
"(39.10543, -84.51398)",Finance,atm,"(-84.5147393, 39.1087546)",Fifth Third Bank,333.636
"(39.10543, -84.51398)",Healthcare,pharmacy,"(-84.5122704, 39.1040371)",CVS Pharmacy,333.002
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5144875, 39.1063932)",Skyline Chili,121.31
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5129353, 39.1084907)",Gomez Salsa OTR,472.66600000000005
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5148005, 39.1090279)",A Tavola,462.70500000000004
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.514761, 39.1088433)",Abigail Street,333.636
"(39.10543, -84.51398)",Food and Drink,cafe,"(-84.5147764, 39.1089343)",,462.70500000000004
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5131858, 39.1036172)",Madonna’s Bar & Grill,325.81600000000003
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5137986, 39.1035148)",Skyline Chili,283.52700000000004
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5148191, 39.1076922)",The Rook OTR,223.95000000000002
"(39.10543, -84.51398)",Food and Drink,cafe,"(-84.5114946, 39.1038904)",V’s Cafe on 7th,403.401
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5160522, 39.1073834)",,408.666
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5119087, 39.1024091)",Bru Burger Bar,474.688
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5151206, 39.1036003)",Butcher and Barrell,328.559
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.511453, 39.1025685)",Prime Cincinnati,474.688
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5152316, 39.106307)",Court Street Lobster Bar,193.499
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5100858, 39.1039354)",Corkopolis,474.238
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.512076, 39.1048591)",Taqueria Mercado,244.005
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5141712, 39.1037284)",Knockback Nats,243.69700000000003
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5153191, 39.106282)",Queen City Exchange,193.499
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5173844, 39.1059865)",Washington Platform Saloon,386.63599999999997
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5120077, 39.103021)",Metropole,402.967
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5153086, 39.1049754)",The Presidents Room,131.18099999999998
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5173114, 39.104253)",Raya Lebanese,394.04999999999995
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5162554, 39.1079839)",Cobblestone OTR,480.55499999999995
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5162671, 39.1082842)",Teak OTR,480.7819999999999
"(39.10543, -84.51398)",Food and Drink,fast_food,"(-84.5115302, 39.1063882)",The Original Tom+Chee,326.16700000000003
"(39.10543, -84.51398)",Food and Drink,fast_food,"(-84.5116958, 39.1063685)",Dunkin',297.586
"(39.10543, -84.51398)",Food and Drink,fast_food,"(-84.5101034, 39.104006)",Penn Station,474.238
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5138771, 39.1041273)",Jean-Robert’s Table,214.02800000000002
"(39.10543, -84.51398)",Food and Drink,cafe,"(-84.5122832, 39.106762)",Starbucks,284.573
"(39.10543, -84.51398)",Food and Drink,food_court,"(-84.5124583, 39.1070428)",On the Rhine Eatery,343.54200000000003
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5124778, 39.1071737)",1883 Cafe & Bar,328.66800000000006
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5123907, 39.1071321)",Dōpe!,386.41
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.512544, 39.1069929)",1883 Café & Bar,343.54200000000003
"(39.10543, -84.51398)",Finance,bank,"(-84.5134019, 39.1035813)",PNC Bank,283.52700000000004
"(39.10543, -84.51398)",Entertainment,arts_centre,"(-84.5135942, 39.107538)",ArtsWave,293.184
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5167281, 39.103409)",Shanghai on Elm,468.69899999999996
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5134046, 39.1086519)",Taglio,472.66600000000005
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5120517, 39.1035548)",Horse & Barrel,402.967
"(39.10543, -84.51398)",Finance,bank,"(-84.5142328, 39.1069268)",Kemba Credit Union,188.574
"(39.10543, -84.51398)",Food and Drink,bar,"(-84.5129662, 39.1067009)",Pilar,250.245
"(39.10543, -84.51398)",Food and Drink,cafe,"(-84.5119544, 39.1063841)",Al-Amir Cafe,297.586
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5123643, 39.107088)",Decibel Korean Fried Chicken,386.41
"(39.10543, -84.51398)",Healthcare,dentist,"(-84.5145492, 39.1034242)",Seven Star Dental,308.38700000000006
"(39.10543, -84.51398)",Food and Drink,fast_food,"(-84.5163363, 39.1033977)",Papa John's,399.88599999999997
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.5113807, 39.1041751)",First Watch,403.401
"(39.10543, -84.51398)",Entertainment,theatre,"(-84.51129426720811, 39.103603169460214)",Aronoff Center for the Arts,403.401
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.51224461613796, 39.10337924663275)",Nicholson's Tavern & Pub,402.967
"(39.10543, -84.51398)",Religion,place_of_worship,"(-84.51826581883783, 39.103677928903615)",Isaac M. Wise Temple,480.1020000000001
"(39.10543, -84.51398)",Religion,place_of_worship,"(-84.51738912528569, 39.103850875612295)",Covenant-First Presbyterian Church,404.33
"(39.10543, -84.51398)",Entertainment,theatre,"(-84.51365157802617, 39.10809965219493)",Know Theatre,454.02500000000003
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.51506957851505, 39.108119519881)",Taste of Belgium - OTR,381.363
"(39.10543, -84.51398)",Entertainment,theatre,"(-84.51503390861006, 39.10798893217637)",Ensemble Theatre,381.363
"(39.10543, -84.51398)",Education,library,"(-84.51318080921769, 39.10526909042805)",Downtown Main Library,79.816
"(39.10543, -84.51398)",Religion,place_of_worship,"(-84.51620721290955, 39.10849017731355)",First Lutheran Church,480.7819999999999
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.51445969999997, 39.105914000000006)",Scotti's Italian Restaurant,92.946
"(39.10543, -84.51398)",Food and Drink,restaurant,"(-84.51514882788032, 39.108619320385515)",Krueger's Tavern,381.363
"(39.10543, -84.51398)",Entertainment,nightclub,"(-84.51216157934127, 39.10366009821985)",,333.002
"(39.10543, -84.51398)",Services,courthouse,"(-84.51027222447593, 39.10714584040804)",Hamilton County Courthouse,461.483
"(39.10658, -84.51249)",Education,library,"(-84.5102903, 39.1074657)",Cincinnati Law Library,345.567
"(39.10658, -84.51249)",Food and Drink,cafe,"(-84.512517, 39.1077479)",Coffee Emporium,118.712
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5114524, 39.1091052)",The Drinkery,400.61699999999996
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5113795, 39.1088678)",Japp’s Since 1879,356.688
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5118426, 39.1092027)",Goodfellas Pizzeria,400.61699999999996
"(39.10658, -84.51249)",Food and Drink,cafe,"(-84.5145738, 39.1041803)",Café De Paris,401.5969999999999
"(39.10658, -84.51249)",Food and Drink,cafe,"(-84.515079, 39.1087386)",1215 Wine Bar & Coffee Lab,375.312
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5111952, 39.1093695)",Rosedale,439.46599999999995
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5150696, 39.1086918)",Bakersfield,375.312
"(39.10658, -84.51249)",Finance,atm,"(-84.5106795, 39.1057525)",,498.78800000000007
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5108348, 39.1051862)",,320.12
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5073025, 39.1078344)",Jack Binion’s Steakhouse,489.20000000000005
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5118211, 39.1091167)",The Hub,400.61699999999996
"(39.10658, -84.51249)",Finance,atm,"(-84.5147393, 39.1087546)",Fifth Third Bank,375.312
"(39.10658, -84.51249)",Finance,atm,"(-84.5113313, 39.1083965)",U.S. Bank,322.504
"(39.10658, -84.51249)",Finance,bank,"(-84.5112494, 39.1083946)",U.S. Bank,322.504
"(39.10658, -84.51249)",Healthcare,pharmacy,"(-84.5122704, 39.1040371)",CVS Pharmacy,305.82500000000005
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5144875, 39.1063932)",Skyline Chili,169.39999999999998
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5129353, 39.1084907)",Gomez Salsa OTR,375.97400000000005
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.514761, 39.1088433)",Abigail Street,375.312
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5131858, 39.1036172)",Madonna’s Bar & Grill,406.47900000000004
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5124497, 39.108539)",Rhinehaus,430.16400000000004
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5126641, 39.1085275)",Revel OTR Urban Winery,415.11600000000004
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5148191, 39.1076922)",The Rook OTR,265.626
"(39.10658, -84.51249)",Food and Drink,cafe,"(-84.5114946, 39.1038904)",V’s Cafe on 7th,376.22400000000005
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5160522, 39.1073834)",,451.02299999999997
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5119087, 39.1024091)",Bru Burger Bar,447.5110000000001
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.511453, 39.1025685)",Prime Cincinnati,447.5110000000001
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5152316, 39.106307)",Court Street Lobster Bar,255.22299999999998
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5100858, 39.1039354)",Corkopolis,447.06100000000004
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5106674, 39.1043198)",Lalo Restaurant,478.61300000000006
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.512076, 39.1048591)",Taqueria Mercado,216.76600000000002
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5141712, 39.1037284)",Knockback Nats,478.3879999999999
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5153191, 39.106282)",Queen City Exchange,255.22299999999998
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5173844, 39.1059865)",Washington Platform Saloon,448.3599999999999
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5120077, 39.103021)",Metropole,375.7900000000001
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5153086, 39.1049754)",The Presidents Room,366.45899999999995
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5118372, 39.1091727)",Wiseguy Lounge,400.61699999999996
"(39.10658, -84.51249)",Food and Drink,bar,"(-84.5112921, 39.1085196)",Pins Mechanical Company,322.504
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5117736, 39.108958)",Aladdin’s Eatery + Lounge,400.61699999999996
"(39.10658, -84.51249)",Food and Drink,pub,"(-84.511753, 39.1088867)",LOCOBA by Platform Beer Co.,356.688
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.511431, 39.1092872)",Wodka Bar Pierogies Window,439.46599999999995
"(39.10658, -84.51249)",Food and Drink,fast_food,"(-84.5115302, 39.1063882)",The Original Tom+Chee,108.45900000000002
"(39.10658, -84.51249)",Food and Drink,fast_food,"(-84.5116958, 39.1063685)",Dunkin',79.87800000000001
"(39.10658, -84.51249)",Food and Drink,fast_food,"(-84.5101034, 39.104006)",Penn Station,447.06100000000004
"(39.10658, -84.51249)",Food and Drink,restaurant,"(-84.5138771, 39.1041273)",Jean-Robert’s Table,391.07200000000006
